-398	-242	3	12
-350	-2	1	7
238	6	3	5
-22	-58	2	18
-254	106	3	0
-294	-54	3	13
150	362	2	8
-314	-70	1	9
-146	222	1	12
346	146	1	13
-166	250	1	7
-358	-290	1	11
278	110	1	1
-214	-70	3	18
-378	126	3	1
358	-378	4	10
106	382	1	18
-2	-14	2	0
250	-190	2	12
194	354	2	17
-370	202	2	17
278	390	3	8
158	98	3	10
342	-370	1	0
170	230	3	13
30	366	4	0
202	390	2	5
354	-134	1	10
162	98	3	7
102	-106	4	1
-22	-234	3	10
366	318	4	0
82	134	3	18
170	-142	1	10
-310	-170	3	5
34	254	3	0
34	366	1	2
182	-390	1	2
-50	-22	2	17
142	166	3	12
194	-370	1	6
122	170	1	9
-194	58	1	16
358	-350	3	8
-110	-298	1	2
230	-250	1	16
150	-46	2	0
158	298	3	5
-342	-362	3	2
94	-210	2	16
-338	-102	2	4
214	-6	4	4
218	-14	3	16
42	-354	1	2
234	-122	1	3
-234	-294	2	11
278	50	3	0
362	-54	3	15
190	-122	1	9
326	346	4	18
-330	38	3	15
6	2	4	14
314	222	2	17
266	-370	1	9
246	158	3	13
146	-290	4	6
398	-258	2	16
-158	214	4	10
270	-310	3	6
-366	138	4	17
266	-338	1	15
-26	26	2	6
78	206	4	12
-14	-142	3	0
70	-22	4	14
202	-278	4	2
-366	254	3	11
102	190	3	10
246	-222	1	14
278	318	4	3
142	378	4	11
82	-26	2	0
-46	66	2	16
298	262	2	14
-122	138	1	16
-190	198	3	5
-70	326	2	2
-90	-386	4	9
362	-134	4	15
242	-218	3	19
-210	-170	2	2
-286	306	2	19
114	-210	2	13
-94	-398	4	6
362	-278	1	14
238	106	1	16
338	274	4	9
-246	374	1	4
158	-210	3	15
302	-154	3	1
106	162	3	2
-286	330	3	4
318	-270	3	13
178	222	3	9
46	-254	2	5
-170	74	1	2
-262	158	1	5
382	290	3	5
-270	-334	2	7
-130	-30	1	18
-394	46	3	0
254	2	3	18
-290	274	3	16
-266	-190	3	10
218	70	2	7
-162	-14	4	15
-394	162	2	7
74	-54	1	9
142	74	1	11
-226	10	1	7
214	14	2	2
54	310	1	16
206	10	1	10
-2	246	2	9
-74	150	4	10
-42	-158	3	9
146	46	1	2
18	-314	3	15
134	-314	3	7
258	234	2	11
98	46	3	4
154	-314	4	13
-262	-118	3	1
182	42	2	14
266	54	3	9
-174	-10	4	15
-294	-398	1	3
-158	322	1	2
222	-362	2	8
-18	86	3	5
186	-358	3	7
-146	-378	1	10
-366	-370	3	8
246	-382	4	13
222	-210	2	11
178	-182	3	11
-34	234	1	15
-210	-70	1	15
-74	126	1	0
118	-306	4	2
-262	-158	2	0
6	262	1	4
-226	58	1	15
134	-134	3	16
-238	126	1	19
146	-382	3	10
-286	250	3	17
-98	-218	3	4
226	310	3	5
-58	-398	2	19
-114	-82	4	0
98	-146	4	16
270	314	1	3
122	-370	2	6
346	-234	3	14
-218	246	3	12
34	50	3	18
-378	42	2	4
122	-194	2	7
-370	-206	3	0
-86	382	2	7
234	-94	2	19
-370	278	1	15
-358	214	3	4
34	-46	1	6
10	42	3	5
26	38	3	3
-382	82	4	17
6	-190	2	10
-206	190	1	9
-398	-222	4	10
34	298	2	16
-50	-366	1	8
-150	-290	4	3
74	66	4	3
182	354	3	1
330	-62	1	7
-170	266	2	11
-22	-146	3	4
-170	-302	3	17
106	-342	3	0
346	118	2	4
-298	222	3	5
-242	-394	2	8
234	74	1	3
-178	98	3	5
358	-290	4	4
-214	374	1	15
-26	-98	3	0
202	2	1	9
-286	130	3	9
-174	-2	2	2
-234	-366	3	4
-166	-70	3	9
-166	-14	1	14
-74	14	4	16
74	218	1	19
254	306	3	3
74	-226	4	5
282	2	2	17
46	158	2	8
-350	198	3	17
-178	-342	4	3
318	-378	2	17
-42	258	4	13
382	-298	1	4
-354	-286	4	4
46	186	3	3
106	94	1	2
-270	-134	4	16
246	166	3	5
-234	-70	4	3
-358	-246	3	14
-22	262	2	15
-66	-70	3	2
150	34	2	15
-346	-386	2	14
394	242	1	0
-234	-374	3	4
-258	-322	3	3
126	-2	1	2
38	386	2	5
-302	-358	1	3
-114	278	3	0
26	222	2	11
358	-138	3	4
-174	-174	1	1
282	-278	3	1
10	-262	4	8
-326	-22	3	18
-230	118	3	2
-62	-86	4	8
-154	110	4	16
98	-178	3	18
226	14	2	15
-210	-258	3	2
178	-14	3	2
-170	54	1	0
-194	-190	3	11
-2	-326	1	9
-42	130	3	19
338	146	3	10
-110	-26	4	6
-126	-78	4	12
-326	-78	1	17
-186	234	4	3
-338	-166	4	5
-122	-386	2	9
38	66	1	15
-270	-166	4	0
90	-270	1	6
-346	290	1	9
-142	-166	1	4
-198	74	1	4
-326	66	1	4
-110	-98	4	7
-242	210	4	13
38	226	1	14
282	-34	1	10
222	274	4	10
-282	-326	4	8
-230	366	1	17
26	-198	1	14
34	350	2	18
14	114	4	10
-354	-46	2	6
-386	-162	1	11
-142	-262	1	6
346	178	1	16
166	50	4	18
90	198	4	6
262	166	4	4
-306	-362	4	18
130	390	1	8
350	178	1	10
-22	214	4	11
290	-386	3	12
-222	-254	3	0
90	310	2	9
-6	-338	3	8
306	-198	2	7
-390	34	3	18
234	2	2	18
-126	86	2	6
-286	210	1	14
-166	86	3	14
-150	-202	4	16
218	-390	4	15
138	194	2	0
-258	306	4	6
258	-158	4	15
14	-14	2	13
-230	362	1	3
2	-386	1	16
-214	-350	2	17
-314	-274	4	3
350	274	2	2
-226	-222	4	17
42	206	3	6
-118	382	2	13
-330	30	2	8
-302	-178	2	6
-166	322	4	6
-26	42	4	6
38	-302	2	15
-214	-62	3	15
10	-74	2	16
-14	398	2	12
-102	-98	4	6
-158	94	3	3
26	310	4	17
-262	-126	4	14
210	174	2	13
-326	2	3	4
-378	-2	1	13
-30	46	3	4
350	-242	1	1
-174	274	2	6
194	-134	4	10
-182	138	4	16
-362	202	2	11
-294	226	1	2
50	-58	1	12
230	38	4	6
-154	-274	1	10
110	82	1	13
-114	282	1	17
338	350	1	10
46	-342	1	17
54	-310	3	17
-154	-374	4	14
98	-26	3	14
106	154	3	19
-86	162	1	2
310	86	3	7
18	-234	3	0
302	-350	3	10
242	398	3	0
-306	-274	3	10
-46	-110	1	19
198	-82	1	13
-298	362	3	8
206	118	1	7
330	-46	1	9
238	142	3	3
-374	126	2	7
138	250	1	9
-214	318	3	9
-122	-354	2	11
230	-62	2	10
-166	326	2	4
-66	290	4	4
346	82	1	3
274	-366	1	12
110	174	3	7
-134	170	2	4
-266	326	4	12
378	-234	2	15
-178	14	3	0
30	386	4	13
310	-94	2	19
-26	-298	1	10
-170	-130	3	2
242	-398	4	11
178	-234	3	1
46	266	1	18
274	-246	2	1
-158	-294	4	10
-50	-266	4	0
-50	-134	3	19
-346	226	4	16
98	258	2	8
298	-298	3	19
-282	-106	4	18
-158	-154	4	4
-106	62	4	9
98	198	4	18
182	102	4	2
-46	-162	4	1
-126	182	3	7
2	90	4	2
146	142	4	11
70	-354	3	18
-94	-190	4	17
138	-58	4	0
282	-114	1	7
-194	210	1	2
-358	46	3	18
370	-366	3	13
-186	178	3	7
-190	146	3	15
-342	-234	4	6
154	90	1	4
114	-290	1	3
182	230	3	14
-250	358	1	7
262	-106	1	15
-210	-146	3	9
-10	-374	3	3
-390	138	4	18
-198	62	4	12
-378	94	2	15
366	98	4	15
-46	310	4	3
94	234	1	17
234	114	3	2
-138	-390	4	10
82	198	3	8
-310	46	1	18
-170	198	3	1
-18	-366	1	8
162	-210	2	1
302	334	2	13
-306	-146	2	4
234	170	1	13
66	14	3	19
282	-178	4	10
290	202	1	0
322	-70	3	0
154	-90	4	11
-2	-78	4	3
-322	-142	4	1
50	-110	3	14
70	-298	2	3
250	206	1	7
-18	-226	1	10
218	-30	3	9
-174	354	3	9
-14	314	3	15
-282	90	1	7
-398	6	4	18
62	-54	3	17
-286	326	3	15
-70	122	1	5
70	114	3	5
-170	134	2	1
30	-174	4	19
-254	142	4	9
74	158	4	7
294	318	1	15
-350	-310	1	14
122	-82	1	4
-322	-346	1	6
-178	-362	4	6
-350	194	1	8
-10	222	2	17
122	278	1	12
118	-290	2	3
-326	-10	4	3
310	-146	1	11
178	-398	2	12
282	-366	4	8
-294	278	4	4
-110	158	3	15
318	246	3	4
-162	-386	4	9
-362	42	2	14
326	302	3	15
150	-314	1	6
-318	-362	2	14
-354	-74	2	3
-338	302	4	7
-226	166	2	2
322	-334	2	4
30	118	1	18
366	370	1	9
374	298	2	2
-130	54	3	16
218	334	4	0
290	90	4	1
-214	110	4	18
-246	198	2	9
-70	-34	3	3
-342	102	4	7
86	-178	1	5
-138	-138	1	6
-166	-242	2	0
102	214	4	8
-82	146	4	8
-194	-166	3	9
-10	346	2	19
366	-214	1	16
130	-374	3	6
382	22	1	5
-342	-298	2	1
318	190	3	17
150	-26	1	18
-170	342	2	2
-218	-218	1	13
-298	370	4	15
186	366	2	9
-378	-234	1	13
-106	362	2	19
-242	318	1	11
310	-394	4	4
122	138	3	15
34	-2	1	11
106	110	2	17
-238	-86	4	1
-266	250	1	9
-122	-42	4	6
282	-266	1	14
-306	98	3	15
-342	-30	2	4
-378	-222	3	15
-314	-110	2	9
306	-302	2	9
-78	226	4	19
-170	-306	1	6
154	322	2	18
-82	86	3	9
-298	-338	1	6
-110	182	4	16
-210	-78	2	17
-194	250	3	16
-6	-330	1	17
274	370	1	6
198	394	1	1
194	-386	2	9
-134	30	1	11
310	-54	4	5
-294	118	2	10
290	-2	2	9
-46	338	1	3
74	-390	1	1
-54	142	3	1
94	74	3	10
-42	-126	1	18
-150	126	1	4
130	274	4	0
-258	310	1	7
370	-126	3	0
-310	-186	4	5
-382	58	4	10
-210	30	2	18
34	-18	4	4
250	278	3	11
-270	138	4	7
10	342	3	3
106	34	3	18
-6	154	2	10
-6	390	2	9
394	-66	1	12
306	310	1	7
-86	242	4	9
34	-342	4	16
258	226	2	11
-338	310	2	14
58	58	1	0
-358	274	3	10
274	-202	2	7
-114	-90	4	9
-238	190	2	13
18	-346	2	13
206	-162	4	8
-190	22	4	3
166	-118	1	1
-30	-42	4	2
186	-198	3	6
78	10	1	9
358	386	1	10
-202	254	4	1
-38	-106	4	2
334	246	4	12
354	386	4	11
-14	-274	4	19
-114	-330	1	11
98	22	1	10
-50	-282	4	16
262	-350	3	12
138	174	4	9
386	394	1	16
-22	366	1	12
-282	282	4	16
-330	266	3	7
-138	-334	3	6
150	-262	3	17
-154	158	4	8
2	350	3	16
-134	398	1	9
-398	170	4	18
390	166	1	14
-214	58	3	10
-38	-54	1	2
-214	-178	2	12
-342	-326	4	14
210	-378	1	1
122	182	2	4
362	-242	3	10
346	258	1	2
-50	-386	1	17
102	-186	2	9
-158	166	1	16
-230	-150	3	12
-302	350	2	9
-122	-246	4	0
-66	278	4	0
98	-86	2	14
354	138	4	0
282	298	3	12
130	82	2	16
330	182	4	18
286	194	4	10
190	158	2	12
-34	30	3	1
-314	-322	4	16
154	122	1	6
-146	-366	2	12
-386	242	2	12
106	214	4	16
-166	-106	1	12
370	-250	4	2
258	342	3	12
-146	170	1	5
30	-126	3	18
114	-46	2	7
-266	-330	4	3
-162	-266	3	8
46	102	3	5
382	-118	1	12
-274	-298	3	5
386	198	4	8
-242	6	4	3
-182	-150	4	0
246	126	2	10
-234	-250	3	17
-98	-178	2	0
-54	30	1	1
394	-266	3	18
182	86	3	3
118	262	1	8
102	58	4	8
-258	-270	3	19
-278	314	2	6
362	38	3	7
54	-298	1	17
42	-206	4	11
-66	-382	2	7
146	-150	4	9
-294	-298	2	15
198	-2	3	11
310	34	4	3
154	286	3	17
-330	350	2	14
66	-362	4	5
-338	290	1	9
214	306	4	16
-174	-138	3	1
62	-14	3	17
-94	10	1	18
-354	-114	3	8
-390	-66	4	3
-90	-106	2	5
-354	-42	3	1
110	-2	3	18
170	-110	3	7
-210	-134	2	3
14	130	4	17
-326	-286	2	6
-22	126	3	4
22	-386	1	12
-158	22	4	7
150	318	2	4
258	162	1	15
266	50	4	1
338	-378	2	15
210	194	2	1
-290	178	1	0
-174	22	4	10
-70	298	2	8
-214	-262	4	12
282	214	4	11
-202	-30	1	16
-134	-130	2	4
-74	-190	4	11
218	-382	4	1
-394	-202	4	10
-390	334	4	2
-98	-162	4	13
-138	78	3	11
-126	10	3	17
366	-102	2	0
370	342	2	9
-166	-190	3	13
-34	94	2	17
390	186	2	10
398	386	1	0
214	394	4	14
-286	-170	4	0
-218	382	2	3
-198	78	2	9
78	314	1	10
-78	-342	2	3
-362	-290	4	6
378	34	4	3
-386	-154	1	0
374	206	4	1
-298	230	2	12
50	318	2	3
130	94	4	4
62	-66	2	6
-222	154	2	10
58	-30	2	7
-362	178	3	15
-98	-398	1	6
-274	194	1	14
286	-354	2	2
18	-206	4	15
-170	374	4	16
-110	306	4	15
70	-358	3	5
254	-262	3	6
214	162	1	7
-74	54	2	9
34	-226	2	17
298	-258	1	9
-286	-190	4	15
-310	42	1	10
230	358	2	5
266	330	2	12
166	-130	3	18
-246	-398	2	16
-302	170	4	12
-66	178	1	17
-110	-338	1	18
-230	74	3	2
-34	-82	3	10
74	-58	2	2
194	-22	3	15
-218	14	1	8
358	-322	3	19
-210	166	1	4
-338	-286	2	15
-370	290	1	19
342	150	2	11
302	162	4	9
346	2	1	12
-170	-386	2	6
230	66	4	1
-386	-322	1	9
370	-242	3	0
-238	322	3	17
-354	-282	1	15
-238	-10	1	0
-26	398	4	7
354	-318	2	17
298	82	2	1
334	170	3	7
166	-166	2	8
-14	-14	2	10
-46	142	4	10
-78	138	3	19
146	178	2	4
14	254	2	0
-178	78	3	7
330	-334	3	4
-110	-154	2	17
294	-214	1	19
246	-226	2	9
358	-382	2	10
78	210	3	6
-70	306	3	8
-234	-146	3	5
230	54	2	3
-170	306	1	5
22	374	4	4
-122	354	4	9
-162	250	1	9
362	338	2	11
-194	-342	4	8
250	-174	3	6
-286	102	1	5
-126	194	3	11
-218	290	4	1
-398	-18	2	5
-294	70	3	4
-150	-94	4	15
126	-102	3	0
82	-42	2	17
94	394	1	16
130	-154	3	15
-38	-126	3	7
302	74	3	13
318	-362	1	17
2	-126	1	6
-10	-190	3	4
218	310	1	11
358	-54	4	18
-74	-154	1	19
366	190	4	19
30	186	4	14
-182	-206	3	8
58	-278	2	3
-82	294	1	3
226	294	1	15
218	-302	3	14
314	82	1	14
-198	-130	2	18
322	-206	4	14
238	-218	3	13
-246	-106	2	5
-62	-294	1	19
294	-354	3	8
-286	-278	2	9
366	-310	3	9
74	142	1	19
130	-190	4	3
398	-54	2	9
-10	-30	2	16
-386	-338	1	6
146	-326	3	3
134	390	4	7
130	-386	1	17
-346	362	1	7
-390	202	4	13
14	354	2	5
-146	150	3	4
154	-350	2	5
78	-6	3	6
-50	-170	2	6
-266	-254	2	17
278	-322	4	12
194	-186	4	12
-246	350	1	0
262	314	3	11
362	-262	3	12
62	246	2	6
-110	-6	4	19
230	-18	4	1
18	-330	3	18
-310	114	1	12
398	-58	2	19
-114	122	2	18
62	54	4	3
-178	-290	1	9
154	202	3	19
-66	-334	3	4
-122	-158	3	8
-202	346	4	3
-310	94	4	17
374	-46	3	5
182	-82	2	6
258	54	2	16
138	-354	1	3
70	186	1	0
-130	-50	3	6
-54	-306	2	8
366	42	4	14
-114	310	1	18
-214	98	3	17
222	-290	4	19
-266	86	1	13
398	-214	1	2
222	-114	4	14
-34	-386	1	14
286	-314	4	17
-42	378	3	10
-166	-206	2	5
-382	146	1	9
330	74	3	0
-398	-218	2	11
-274	-130	3	12
-94	-126	3	16
234	390	2	7
182	342	1	16
-34	-158	4	3
-46	366	2	9
-322	378	4	18
-174	270	4	18
-6	-86	3	16
74	-122	3	2
-154	-214	2	8
-106	-42	3	6
-118	118	1	0
150	386	2	16
182	-182	2	16
-362	290	2	5
-118	-278	1	4
278	78	2	7
110	-262	4	5
-14	150	2	3
-86	-250	3	17
-166	-102	1	15
-58	-94	3	3
-138	130	4	9
-234	-142	2	14
150	50	3	19
378	-46	1	16
74	-310	2	9
-326	-46	2	12
94	350	2	1
158	-398	4	3
-14	382	2	11
-22	314	2	18
46	118	2	19
214	378	3	13
-230	98	1	5
358	-274	1	13
30	-186	3	14
-90	242	4	6
214	266	1	19
-30	266	4	2
162	322	1	14
62	-166	4	15
182	-130	3	12
22	-166	4	14
42	250	3	10
-338	-70	4	15
2	366	3	13
-22	218	1	16
-270	358	2	12
-354	118	2	11
-22	-38	2	19
82	54	1	14
-18	134	2	1
-318	146	3	12
-54	182	2	6
-202	290	1	1
-62	-78	2	16
150	-198	4	16
342	138	1	1
198	14	4	10
322	342	2	11
366	74	2	7
106	-150	2	8
-210	262	2	7
-354	-166	4	4
-366	98	1	11
-222	-306	2	7
134	-30	2	15
74	-294	2	8
-130	118	1	18
398	134	3	9
366	-194	4	8
-122	126	1	17
-126	62	2	4
-82	298	2	0
358	-306	2	0
-106	-374	3	18
50	98	4	19
82	218	3	16
34	-310	2	0
-242	-98	2	6
-158	-306	1	10
358	-190	2	14
