
# nbCell
44	71
57	29
11	0
34	59
36	18
94	38
80	25
13	88
30	74
12	33
81	57
36	81
34	93
2	70
6	99
34	17
18	39
55	69
83	63
26	22
87	94
31	73
98	47
64	31
74	62
66	82
93	90
42	92
57	91
50	57
51	15
15	21
61	57
85	74
14	91
19	47
29	51
92	31
50	21
5	37
37	40
50	54
40	30
40	98
53	25
10	81
75	16
35	16
30	2
22	31
61	39
17	96
54	4
23	38
45	80
92	18
90	21
39	70
98	62
48	12
53	79
49	77
26	85
15	36
41	76
34	83
92	7
97	59
48	57
97	44
34	99
99	11
1	27
39	50
52	36
75	60
78	18
51	5
5	63
12	44
87	11
18	5
99	34
32	91
73	75
89	55
36	14
35	89
37	68
89	93
49	18
28	5
68	82
48	22
69	82
67	17
30	93
15	74
1	26
65	93
14	86
5	43
78	14
47	13
81	79
83	77
47	62
57	75
70	88
29	19
57	10
67	32
2	94
10	17
3	46
2	35
11	37
56	91
51	53
39	43
25	73
63	28
92	91
67	10
40	18
72	17
68	36
69	63
50	55
70	90
38	58
81	30
49	4
85	71
26	61
96	33
96	85
47	89
30	73
26	4
68	51
98	5
92	50
78	68
65	3
94	85
90	6
21	95
46	39
29	49
11	20
9	67
2	26
67	63
76	77
5	96
39	81
8	65
90	36
79	55
35	18
92	11
25	32
51	96
73	21
49	84
41	72
44	27
20	40
72	83
0	72
73	98
58	30
10	63
3	47
69	50
20	30
5	73
37	14
60	59
75	22
40	47
69	24
50	82
94	35
12	32
92	4
4	43
18	98
54	86
56	40
42	78
91	59
2	62
92	62
96	83
10	41
98	48
17	23
83	24
62	72
91	22
41	54
73	35
58	21
74	57
93	65
27	47
11	71
2	69
52	18
87	1
17	3
46	53
99	33
9	7
39	59
67	28
28	6
57	97
87	20
13	8
53	34
26	98
9	91
63	76
88	98
27	15
10	52
51	71
81	89
15	59
25	6
40	10
90	16
82	24
31	9
65	39
0	0
33	78
81	9
50	53
50	81
91	14
13	38
59	89
94	26
80	67
51	47
52	23
67	87
65	32
21	22
12	81
38	75
48	50
1	79
65	90
22	54
53	50
11	31
38	13
78	57
14	94
91	81
60	81
46	3
57	20
24	33
79	82
1	81
74	87
94	15
92	96
88	25
87	22
68	92
5	51
2	97
0	32
91	34
31	81
85	6
4	15
70	57
5	95
99	99
19	62
22	97
74	83
57	76
1	54
89	77
13	9
25	87
33	82
42	66
35	63
88	60
36	82
76	85
90	86
42	85
9	30
59	90
45	83
73	14
14	76
41	16
58	20
18	92
75	25
55	28
88	39
74	90
11	36
13	60
96	18
76	43
3	37
9	28
65	82
66	21
43	10
8	88
42	25
68	15
45	70
34	37
8	53
0	8
77	22
17	83
86	57
90	97
38	27
91	26
12	69
20	71
66	51
31	49
9	10
5	28
6	39
83	98
18	88
66	10
23	93
85	77
38	90
89	76
51	99
45	52
69	31
60	87
87	77
0	99
6	57
85	66
9	52
70	17
26	41
27	35
93	68
12	98
81	84
31	95
67	76
58	5
52	66
34	28
89	54
25	28
3	8
95	93
72	78
21	97
25	55
96	72
7	74
64	45
50	0
23	25
9	97
82	83
84	12
83	82
54	21
46	93
93	34
24	39
73	34
84	21
81	59
49	85
29	57
13	54
17	61
87	62
29	72
15	41
77	16
18	52
18	50
36	62
54	82
3	99
62	17
51	54
11	73
90	15
65	6
98	51
63	64
47	90
82	63
24	91
31	72
0	37
35	37
88	59
88	28
8	71
72	80
83	41
53	52
76	65
55	11
95	17
73	61
30	83
13	51
41	12
93	0
16	38
46	67
93	64
14	89
10	32
61	4
98	75
36	79
61	41
34	12
25	38
49	69
6	36
61	70
19	56
28	44
27	60
68	14
44	65
43	14
23	26
38	86
1	83
60	39
69	69
15	35
1	52
26	21
43	93
17	90
72	89
1	9
46	73
42	64
57	35
45	48
42	95
18	77
43	13
68	33
31	98
49	49
51	55
84	68
81	56
9	60
29	33
88	23
32	86
31	71
53	58
56	77
1	40
32	45
21	81
27	61
39	90
3	23
0	50
41	0
99	54
10	75
83	64
20	42
26	59
39	19
62	89
58	44
34	69
12	38
15	51
49	76
53	83
31	33
63	43
93	4
59	81
24	75
36	66
80	11
89	67
69	12
1	92
9	2
68	68
81	31
50	2
31	74
97	18
52	16
11	83
23	77
54	87
74	72
45	73
89	57
50	62
61	25
39	33
67	97
24	96
34	18
31	41
81	53
17	26
54	74
69	80
53	93
34	85
59	48
0	30
40	29
95	59
68	98
21	60
45	62
64	24
77	19
42	80
16	41
30	10
34	80
75	83
87	89
41	40
37	8
27	23
9	38
25	57
24	93
4	31
7	10
42	20
59	5
76	90
96	13
93	91
36	38
94	21
76	67
78	29
26	71
61	80
87	43
90	95
38	99
30	24
91	54
23	86
82	32
99	69
23	73
84	33
96	63
72	79
0	94
96	49
14	99
23	51
73	39
74	64
17	42
73	30
20	86
75	15
13	49
99	15
1	86
56	34
41	33
43	87
27	22
32	87
67	73
96	43
15	19
67	42
53	54
2	44
31	24
1	39
62	59
20	63
74	18
63	53
17	12
52	69
87	5
27	33
67	99
27	34
43	15
4	35
6	69
24	50
64	87
48	2
68	37
55	62
80	89
36	10
52	5
59	60
67	4
69	11
98	29
34	3
88	16
8	21
15	22
36	5
24	43
65	79
53	61
44	47
27	0
40	45
48	82
37	87
48	99
55	51
25	89
13	86
3	53
69	48
30	36
71	7
60	92
54	17
96	64
59	21
88	20
84	80
41	66
63	54
41	23
84	37
94	84
63	17
39	31
90	17
67	9
51	65
91	56
16	8
70	69
17	45
29	95
74	22
62	95
85	69
5	59
48	1
56	76
65	71
89	25
17	43
1	72
30	91
40	89
65	27
35	66
88	78
58	12
30	50
21	24
42	13
51	86
84	99
33	70
67	94
93	42
26	39
24	37
42	63
35	90
99	39
62	2
65	13
16	31
82	57
18	4
45	71
23	46
81	38
12	25
4	95
75	40
64	21
89	72
72	26
6	34
41	58
57	25
3	56
76	45
54	72
34	46
33	39
81	11
58	83
76	3
76	61
58	25
75	42
2	16
23	39
91	74
53	44
62	67
92	94
20	13
7	57
5	19
46	50
32	92
78	32
18	76
2	79
19	90
39	53
6	35
92	95
15	98
61	7
27	41
49	37
25	40
45	84
8	1
0	83
48	0
94	92
56	9
64	96
64	40
29	39
27	63
13	4
98	73
26	6
1	64
45	23
22	51
43	49
27	51
25	30
63	39
31	65
19	86
83	2
56	25
10	79
95	91
25	47
24	7
84	84
95	61
19	31
90	53
84	27
54	94
98	19
75	43
75	81
11	23
1	87
76	39
46	43
24	38
19	88
73	94
13	20
46	80
44	86
30	18
87	52
64	63
46	95
90	10
31	79
61	42
60	66
80	98
44	25
14	72
49	78
28	53
69	66
47	97
45	47
22	72
5	16
10	86
99	12
51	59
98	77
19	0
25	53
11	97
29	32
30	3
20	35
59	51
81	7
84	98
38	61
29	6
23	34
0	3
17	63
36	33
1	15
65	60
3	81
10	14
51	85
8	97
21	0
50	97
24	8
83	29
33	49
58	79
26	34
43	16
79	14
85	85
87	75
27	65
49	86
79	30
66	26
78	92
66	16
66	29
95	69
97	52
74	9
63	66
15	15
73	95
28	33
77	76
38	47
50	26
23	0
10	62
37	86
6	29
7	63
65	8
33	97
94	16
7	75
19	82
45	44
35	40
33	20
88	26
65	18
75	65
17	94
94	99
71	34
15	46
69	8
98	53
30	62
43	3
26	86
38	42
84	32
65	34
98	7
98	10
88	34
8	69
35	96
58	15
79	84
86	96
23	24
13	82
94	51
97	16
93	43
30	37
41	87
58	61
6	2
53	60
40	88
38	79
86	20
39	41
32	93
66	28
71	35
77	8
31	62
69	42
38	70
19	96
41	63
74	66
78	11
85	0
25	15
62	34
33	32
59	50
86	93
16	33
53	39
28	80
74	94
22	93
52	13
28	54
63	82
54	44
14	75
87	38
7	51
69	51
58	73
48	11
64	65
91	68
86	81
48	13
24	99
45	35
50	14
54	64
7	69
83	46
41	7
30	72
33	91
57	40
84	11
26	23
95	87
78	36
87	93
34	39
32	81
1	14
83	71
73	71
85	34
98	83
97	64
35	67
46	97
58	0
60	67
36	74
3	35
74	33
54	90
21	32
59	49
5	29
55	23
16	90
52	92
81	47
76	29
23	49
23	35
64	22
21	40
19	68
30	43
22	55
3	39
67	66
20	25
9	36
16	53
82	60
70	52
52	20
12	87
29	83
95	40
87	21
48	26
69	97
71	27
38	78
27	28
51	69
72	27
27	98
15	20
95	63
92	21
36	60
78	83
86	16
22	67
82	23
53	82
70	35
25	63
86	8
18	62
17	68
98	95
11	98
76	60
49	68
23	76
10	9
21	73
48	87
12	54
40	57
84	81
38	23
19	29
43	96
30	44
19	42
22	80
80	12
42	9
68	55
97	47
48	54
23	66
31	34
37	59
19	73
94	1
34	13
29	58
44	22
14	84
77	55
90	90
87	80
60	71
39	23
26	3
80	0
83	20
20	0
99	42
69	52
38	7
25	25
28	94
1	58
46	36
10	90
95	60
26	26
6	14
29	73
19	37
88	65
37	48
34	21
94	9
88	63
54	0
18	32
27	86
98	33
74	58
63	56
44	10
63	68
66	31
45	69
61	28
53	74
0	10
49	1
89	89
18	67
24	90
9	26
7	32
62	38
37	5
95	62
54	57
38	32
23	48
34	61
0	17
61	69
91	28
51	39
50	18
74	70
3	92
12	80
67	54
25	33
17	7
57	43
44	0
5	50
30	21
14	85
67	88
37	20
51	90
51	40
96	34
6	47
19	83
4	61
16	94
66	30
41	91
50	63
55	20
65	54
5	38
71	42
14	92
84	22
0	34
73	8
97	80
17	8
86	44
28	2
95	45
17	84
65	22
69	25
17	35
86	2
44	92
85	48
2	96
89	86
8	40
40	49
70	51
5	12
69	56
75	89
76	54
84	48
48	72
24	28
84	82
60	88
65	76
23	37
77	97
36	94
70	5
80	14
47	82
2	82
5	23
28	69
50	15
14	17
18	84
27	24
7	54
63	50
32	36
77	10
2	92
72	42
61	58
51	64
60	23
46	41
21	11
75	69
64	10
62	60
27	90
79	2
99	55
61	47
59	16
10	89
27	81
64	39
39	58
80	17
78	6
53	75
99	1
45	11
46	74
89	78
52	65
73	77
29	76
21	61
45	36
69	6
29	99
33	16
92	60
68	39
75	70
55	67
29	86
34	86
30	8
57	67
62	77
1	36
49	46
97	19
2	12
70	96
39	34
11	17
60	95
86	74
6	31
88	2
72	8
36	30
28	51
5	25
92	42
96	90
11	61
26	76
79	34
41	69
47	95
11	35
49	31
73	51
59	0
66	88
88	61
69	74
84	1
41	14
44	16
0	52
85	82
16	25
14	33
85	2
92	77
67	90
1	51
72	35
77	99
84	47
15	2
46	28
75	49
37	99
5	89
90	13
98	76
75	63
37	66
69	84
71	94
47	59
70	36
63	84
70	71
72	9
46	84
5	39
94	90
48	35
77	75
4	50
97	81
19	26
52	50
98	78
62	64
35	79
67	58
68	53
66	34
27	11
69	77
41	5
62	57
17	36
11	42
20	34
44	72
45	65
55	95
72	65
66	32
31	7
14	67
3	76
35	58
76	1
23	2
51	60
99	63
20	82
50	38
62	27
20	14
94	33
9	58
84	30
36	69
6	59
99	27
34	95
83	13
79	67
27	18
2	60
0	29
26	31
94	43
47	12
30	7
93	53
23	13
16	62
45	13
86	28
0	96
95	51
48	56
21	10
76	99
6	41
24	81
71	95
30	90
78	89
78	54
93	69
77	36
60	8
76	82
57	4
87	26
57	33
14	14
11	87
77	24
2	10
45	64
57	38
47	23
31	93
58	34
6	26
44	1
79	45
83	25
13	94
73	66
8	6
85	89
4	56
50	47
27	95
98	26
27	84
88	3
38	60
48	40
38	82
81	55
56	95
52	90
25	5
79	46
93	66
90	67
51	4
37	90
84	8
72	90
7	68
91	61
52	35
90	93
5	55
26	1
62	51
91	44
94	10
76	51
82	91
55	88
34	47
94	48
52	75
39	56
22	0
53	29
96	51
78	34
39	49
69	1
91	64
46	64
70	43
75	72
19	55
67	33
35	42
32	56
36	40
58	59
91	36
82	58
35	10
74	28
38	46
8	75
32	94
19	24
45	56
72	50
41	25
98	85
32	53
43	19
40	71
38	80
73	24
27	19
48	96
43	67
66	44
32	3
85	30
97	29
67	46
17	86
55	94
38	52
75	8
62	86
76	98
78	5
35	13
73	44
97	30
9	47
2	7
6	58
42	0
8	78
47	58
20	53
60	7
27	72
61	75
92	10
13	2
59	4
23	8
94	40
56	26
70	86
44	85
81	6
9	46
71	23
58	4
87	51
6	37
95	1
48	33
14	10
4	48
13	92
20	69
10	0
22	71
31	50
51	8
33	81
15	56
82	87
93	88
43	28
44	62
49	51
67	18
72	59
14	23
23	45
15	14
48	61
31	82
59	72
58	7
66	57
81	29
9	11
72	94
76	30
57	44
80	78
71	37
71	26
90	78
57	60
41	86
91	41
96	39
8	48
63	58
34	44
86	23
13	10
45	89
12	46
54	12
65	55
48	93
30	42
99	50
57	89
65	50
15	49
0	56
7	37
70	42
82	41
59	14
34	58
55	54
82	64
15	54
92	81
33	19
92	16
91	18
42	60
64	99
47	63
55	6
13	18
99	70
67	1
1	29
53	28
24	17
70	55
47	79
89	79
70	89
52	47
48	53
49	95
8	80
42	11
87	84
7	11
11	14
6	43
53	26
10	42
51	7
40	96
72	18
34	41
72	31
22	10
18	94
68	94
96	17
28	35
83	37
80	53
53	15
92	13
86	17
53	14
79	98
56	80
27	80
86	41
10	6
15	64
60	35
76	38
30	23
1	31
57	52
2	42
55	45
38	25
78	24
77	56
44	63
10	2
40	80
89	6
34	91
69	89
15	44
86	56
83	88
1	61
27	38
58	41
31	2
13	79
68	48
10	18
8	38
40	42
2	50
29	42
42	84
9	59
84	88
44	61
51	35
25	96
89	24
12	6
35	98
93	56
1	13
44	35
28	47
34	54
99	62
7	44
47	2
72	57
24	32
74	40
62	99
52	89
34	89
69	46
55	39
75	82
28	50
12	72
20	43
79	86
38	68
73	19
91	92
38	18
66	76
56	57
82	53
58	75
54	63
82	15
39	25
92	69
38	77
27	9
96	80
45	95
23	31
75	0
35	22
44	46
54	13
49	56
20	29
4	24
62	50
64	48
77	44
66	18
7	72
38	4
66	47
92	67
94	39
96	19
87	9
17	70
68	50
18	59
43	50
40	31
51	48
16	42
89	88
71	77
99	6
15	68
39	54
25	8
43	69
16	98
9	87
24	70
22	11
54	69
37	26
80	3
14	40
32	71
30	64
12	88
55	26
11	86
8	16
75	41
90	27
30	78
1	22
82	26
17	65
83	99
99	67
93	58
5	32
74	8
16	76
62	30
2	39
80	51
93	72
82	42
26	44
13	6
7	80
45	22
79	49
63	86
33	28
99	76
65	9
63	87
46	26
11	38
26	49
56	68
81	46
94	28
7	20
61	74
56	58
0	14
64	14
0	62
57	39
46	56
95	54
47	35
23	15
3	34
92	57
11	60
46	35
25	7
75	46
79	64
24	83
40	55
7	3
70	37
50	33
18	42
76	83
72	16
74	46
11	49
79	37
36	21
31	59
32	21
0	42
27	75
47	77
97	10
94	62
3	86
8	70
40	97
28	93
84	17
20	61
17	28
88	24
87	66
84	66
78	93
2	59
51	9
13	35
30	46
44	95
37	2
78	13
48	74
75	23
63	6
52	60
83	94
4	3
45	6
31	63
88	17
83	39
13	52
85	49
88	93
98	18
64	42
55	4
0	5
79	4
59	13
76	92
73	2
99	44
21	87
10	4
3	61
62	56
11	1
45	26
23	27
20	50
30	54
39	39
67	96
98	9
84	45
63	11
29	12
60	32
95	52
22	3
36	61
85	60
59	27
62	52
75	53
58	71
85	57
25	84
10	48
60	10
71	11
41	48
55	13
35	54
22	77
86	61
33	63
70	74
13	24
83	42
17	54
41	39
18	78
57	64
57	77
49	2
8	27
17	4
11	54
83	80
75	75
59	46
32	90
1	60
69	94
36	23
54	88
46	96
26	19
41	49
96	93
18	25
14	48
41	51
55	87
23	82
19	2
31	83
36	6
43	37
21	67
75	34
66	36
18	9
40	46
11	9
11	25
14	51
31	57
40	70
36	58
65	85
37	64
54	83
93	39
59	86
60	52
35	3
83	68
21	76
54	32
13	27
4	30
49	67
14	66
40	37
15	71
56	17
22	75
92	55
96	38
34	0
7	7
91	47
55	73
21	59
9	92
78	50
64	57
69	78
39	2
99	60
53	47
24	31
17	44
30	26
28	61
67	11
23	68
44	77
48	21
46	60
62	71
18	79
66	87
25	86
82	79
86	13
73	63
74	36
71	24
86	9
84	28
49	74
50	66
17	59
52	29
50	27
67	71
64	84
98	35
73	29
81	58
32	15
7	82
80	88
95	42
55	0
89	62
29	36
75	71
77	17
26	38
94	76
81	87
40	17
29	34
21	99
71	40
57	70
90	72
33	27
91	96
18	82
76	10
4	94
50	98
83	92
79	53
10	53
58	2
26	52
16	14
5	91
99	86
55	38
29	44
45	28
4	88
85	45
34	22
60	34
20	37
55	44
53	65
49	96
6	55
72	47
86	97
73	50
60	83
84	3
82	38
10	55
58	92
51	91
74	95
44	88
54	39
79	83
83	23
77	57
43	58
33	2
94	65
40	91
1	20
36	8
76	22
63	88
0	57
93	61
82	95
62	40
67	68
21	41
33	75
93	41
30	53
72	23
38	29
48	44
15	58
21	52
15	33
93	16
65	10
89	70
99	72
88	0
35	80
27	74
47	80
28	31
41	71
74	79
70	19
80	19
45	61
55	12
77	46
2	54
49	17
40	83
97	62
65	28
12	95
21	96
54	50
11	66
41	29
22	56
29	29
42	96
47	18
20	55
54	29
56	8
96	0
87	18
28	78
67	37
36	28
8	35
33	8
43	17
94	22
86	85
32	57
8	81
87	7
28	36
8	79
58	89
21	18
15	27
6	7
41	73
62	15
29	8
20	74
41	30
19	76
72	19
60	46
80	55
58	39
57	6
88	97
97	65
61	30
84	72
71	72
45	29
44	3
4	18
61	31
22	83
66	56
55	91
48	52
83	70
68	28
60	26
61	23
20	72
5	30
9	75
77	79
70	94
74	84
92	59
59	91
72	49
78	9
84	73
49	81
97	35
57	37
58	66
80	20
35	1
88	74
36	11
34	45
9	43
48	15
16	43
41	93
23	22
67	80
26	17
3	96
62	98
15	91
22	89
38	17
7	62
72	67
51	50
1	16
33	54
8	87
55	72
52	59
97	41
95	38
0	38
77	5
15	89
82	50
2	63
48	14
8	67
94	67
89	21
76	16
57	65
68	65
36	24
44	6
20	58
74	41
93	25
25	91
26	79
98	31
42	28
82	51
50	90
39	69
26	97
3	13
7	91
3	52
39	16
87	32
83	86
21	66
89	95
32	0
93	85
70	1
5	79
53	38
13	37
73	96
44	18
28	57
33	62
8	45
21	4
14	25
67	7
94	5
16	5
65	48
52	81
0	39
40	39
42	76
97	77
90	91
80	64
31	30
60	22
97	55
1	8
73	60
71	51
65	69
65	77
42	40
74	15
51	92
53	89
69	39
11	46
76	94
50	23
67	70
29	75
71	61
36	4
10	5
69	38
26	95
0	69
50	69
51	76
1	77
24	29
86	80
89	99
52	57
52	96
27	66
39	38
90	81
79	58
56	79
75	2
12	49
68	25
72	24
61	46
8	72
22	47
29	16
0	77
74	51
70	16
64	98
16	16
99	66
3	49
10	21
93	48
19	5
26	69
17	51
78	75
56	5
40	26
28	30
19	25
14	29
30	88
57	72
14	43
95	18
95	76
24	61
28	86
24	26
89	1
63	23
39	94
68	70
6	96
63	96
54	24
63	32
48	63
76	20
76	40
18	47
63	92
80	18
92	22
45	43
48	25
70	4
39	83
9	8
53	4
61	62
90	62
56	51
30	32
53	51
63	47
53	66
27	43
83	26
88	37
79	50
59	69
33	98
8	4
45	76
78	8
8	47
78	78
62	55
71	8
71	63
7	36
87	64
96	77
61	51
44	15
71	14
56	12
32	20
62	10
2	90
12	70
1	68
89	41
1	7
16	89
4	40
91	89
73	4
1	17
66	53
81	51
43	47
88	52
14	55
64	23
59	41
65	72
61	1
20	92
51	62
99	46
44	54
95	19
37	69
7	89
71	84
27	10
16	55
85	1
77	83
21	3
7	88
12	11
36	96
18	11
90	19
64	71
77	52
61	96
29	30
40	87
37	36
56	62
7	52
13	34
28	3
64	4
22	96
58	29
91	99
61	56
66	17
21	58
73	67
66	65
3	22
31	37
80	74
19	77
42	71
49	8
25	0
0	66
57	49
14	0
79	35
17	97
70	46
94	30
26	90
82	16
49	82
88	46
11	85
34	92
62	14
78	51
38	14
89	52
73	40
57	53
88	64
21	90
82	54
71	86
46	72
92	87
60	72
42	21
93	89
16	60
74	42
3	10
99	92
24	24
55	9
75	29
22	69
80	75
53	80
70	27
27	20
43	9
84	74
31	88
30	80
51	70
59	32
1	76
9	82
86	51
43	98
3	71
66	63
21	47
4	57
50	32
84	91
92	34
5	41
60	21
15	3
68	26
63	5
16	52
78	3
47	32
93	26
91	95
88	36
52	58
85	20
90	12
25	92
35	23
29	64
65	38
81	32
14	63
63	7
25	82
0	58
23	28
4	37
64	33
43	75
70	23
32	59
89	90
49	11
31	46
24	85
59	95
24	72
80	32
48	31
40	82
29	5
1	96
66	75
64	28
93	19
74	54
26	67
39	60
37	61
16	1
3	70
24	41
20	38
53	97
88	75
24	20
84	86
17	56
21	1
57	45
73	74
53	23
69	29
14	56
71	25
10	8
34	35
41	22
66	79
42	30
15	77
93	46
81	90
49	13
41	32
93	37
57	51
90	83
14	93
75	7
75	36
12	43
24	9
61	35
1	49
39	18
75	91
57	23
8	30
61	97
14	13
77	74
81	16
59	55
54	15
99	49
47	53
11	79
29	56
66	14
7	15
41	50
83	97
17	38
56	11
20	8
38	55
94	3
52	77
20	11
56	1
3	6
14	18
11	74
13	67
43	23
14	77
42	18
94	69
84	46
93	5
39	24
57	27
41	37
37	25
86	64
19	64
30	15
75	66
33	21
89	84
41	9
32	1
10	27
88	56
79	90
85	25
27	88
41	83
67	12
93	70
44	91
14	49
35	32
54	97
3	4
94	81
30	63
88	71
29	81
0	1
7	2
49	87
55	33
60	65
0	70
4	11
94	68
19	17
39	89
29	92
38	73
94	58
76	33
52	91
87	85
7	97
7	99
22	88
47	71
12	20
61	81
60	50
20	1
89	29
71	92
92	70
70	80
65	37
31	43
44	9
23	47
88	66
40	3
47	88
97	93
84	25
7	21
70	63
53	32
15	67
32	44
33	15
52	46
22	44
82	89
87	90
17	21
53	27
76	75
8	76
16	66
2	31
64	54
77	71
46	25
43	35
12	57
35	15
50	56
88	47
85	14
69	45
7	58
15	86
19	53
33	7
30	17
29	74
78	49
2	15
78	22
68	72
82	30
21	57
91	53
5	92
65	41
70	70
54	58
98	38
62	16
14	24
85	39
11	92
10	83
98	32
30	38
62	42
29	18
64	9
89	22
11	48
92	45
89	8
13	78
59	79
16	47
12	16
25	64
42	15
74	55
0	76
25	85
33	1
58	11
19	75
58	95
35	56
22	12
74	86
67	57
12	35
72	41
60	3
61	49
21	92
74	50
38	40
73	97
40	11
12	4
98	15
24	0
0	93
93	47
7	27
59	88
45	37
59	74
78	73
31	1
15	83
41	90
5	87
17	77
42	1
3	30
28	88
88	10
30	22
25	59
33	85
73	3
73	0
60	55
67	82
62	58
7	73
13	61
75	9
55	57
17	10
46	82
90	88
73	57
90	3
46	57
87	24
55	7
95	31
4	69
74	59
16	65
18	51
72	7
22	6
48	28
77	60
0	85
2	68
54	51
54	45
81	21
8	0
33	69
68	45
64	26
10	26
87	4
46	62
32	95
51	31
71	6
85	40
21	20
65	57
37	0
62	90
36	42
73	7
63	75
50	13
20	60
63	0
28	60
56	38
8	24
45	54
3	0
4	71
27	89
54	31
75	78
76	81
39	4
42	27
42	79
83	11
30	94
46	2
39	14
97	3
52	79
55	8
53	56
81	60
59	78
85	64
69	14
64	50
13	53
86	98
3	80
53	87
95	33
78	45
96	44
87	99
77	73
38	28
79	89
5	46
57	0
1	59
95	32
16	79
87	23
27	99
14	97
85	9
18	16
68	3
41	46
63	36
10	58
71	83
5	33
20	95
68	27
93	32
62	20
18	13
0	48
